address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,business_id,name,byob,bikeparking,businessacceptsbitcoin,businessacceptscreditcards,byappointmentonly,caters,coatcheck,corkage,dogsallowed,drivethru,goodfordancing,goodforkids,happyhour,hastv,open24hours,outdoorseating,restaurantscounterservice,restaurantsdelivery,restaurantsgoodforgroups,restaurantsreservations,restaurantstableservice,restaurantstakeout,smoking,wheelchairaccessible,alcohol_false,alcohol_beer_and_wine,alcohol_full_bar,byobcorkage_false,byobcorkage_yes_corkage,byobcorkage_yes_free,noiselevel_average,noiselevel_loud,noiselevel_quiet,noiselevel_very_loud,restaurantsattire_casual,restaurantsattire_dressy,restaurantsattire_formal,restaurantsattire_no_dress_code,restaurantspricerange2_$10_and_under,restaurantspricerange2_$11_to_30,restaurantspricerange2_$31_to_60,restaurantspricerange2_$61_and_over,wifi_false,wifi_free,wifi_paid
3 S. 2nd Street,Phoenix,AZ,85004,33.4468850573,-112.0710758865,3,256,1,3rWRNL9sFX4YiWPqaUvUzw,Hard Rock Cafe,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
414 Semple St,Pittsburgh,PA,15213,40.4366464,-79.9547027,3.5,101,1,iK_3WktnHa_YlbWdA0Axkw,Korea Garden,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"14027 Conlan Cir, Ste A-1",Charlotte,NC,28277,35.0562588,-80.8540821,4,144,1,BX4HheOcR7sdGLvFrBXy2A,Tony's Pizza- Ballantyne,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2326 Queen Street E,Toronto,ON,M4E 1G9,43.6737538151,-79.2827384483,4.5,72,0,JQHCYP41w1agPZ3MlwnrhQ,Pattaya Thai Kitchen,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5055 E McKellips Rd,Mesa,AZ,85215,33.4515058,-111.7212337,3,59,1,Y441_3bKYom62PQWhG_5Gg,Waffle House,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4502 East Towne Blvd,Madison,WI,53704,43.128017,-89.307358,3,79,1,TXiEgINSZ75d3EtvLvkc4Q,Red Lobster,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
910 N 4th St,Phoenix,AZ,85004,33.4579187,-112.069341,4,143,1,pd0v6sOqpLhFJ7mkpIaixw,Ike's Love & Sandwiches,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"10262 E Apache Trl, Ste 5",Apache Junction,AZ,85120,33.4165201974,-111.6094177061,3,64,1,JoVwpmtHjARSN8E7p0QYNQ,Rock N Ronnie's,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"16455 N Scottsdale Rd, Ste 107",Scottsdale,AZ,85254,33.6353409418,-111.9225437802,4,318,1,HxWDCU-kKido3ErM31msGQ,First Watch,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"10810 N Tatum Blvd, Ste 106",Phoenix,AZ,85028,33.5850671365,-111.9784689962,4,456,1,gBEWJ4b2OvUmN4Oh7ju3hw,Iron Chef,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"8390 S Rainbow Blvd, Ste 110",Las Vegas,NV,89139,36.0359796,-115.2429957,4,524,1,VgrFPYtK6HGUEJVc4srpWw,Pho Aimie,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
463 Dundas Street W,Toronto,ON,M5T 1G8,43.6531088463,-79.39671278,3,235,1,AVLj5MSJD1si-Rl6X6qTXQ,Rosewood Asian Cuisine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4121 E Thomas Rd,Phoenix,AZ,85018,33.480212,-111.992313,3.5,418,1,NUT7tou1Uvjh0GB4I41Qig,SaBai Modern Thai,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
702 W Osborn Rd,Phoenix,AZ,85013,33.4880257,-112.0836628,3.5,132,1,eZhrK4eAn47tNEDXwFr8OA,Burger Factory,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"444 Liberty Ave, # 100",Pittsburgh,PA,15222,40.440898,-80.0046248,4,218,1,JBkc2Xof8yietmHQLs62aQ,Eddie Merlot's - Pittsburgh,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"7077 Bathurst Street, Unit 3",Vaughan,ON,L4J 2J6,43.793932,-79.445552,4,145,1,5BFkc4QkZL3QCCL4nijleA,Pho Viet Xpress,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"13525 N Fountain Hills Blvd, Ste 101",Fountain Hills,AZ,85268,33.6083997,-111.7296256,3.5,82,1,rfmXVYoFnxRUPvOqPMkiLg,Señor Taco,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
240 Queen Street W,Toronto,ON,M5V 1Z7,43.6501486153,-79.3906454023,4,165,1,zb61eT_ChYctlCXcIqlW6Q,Me Va Me Kitchen Express,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"1084 S Gilbert Rd, Ste 104",Gilbert,AZ,85296,33.3300481,-111.7909503,2.5,89,1,DG8KlNP7ArYesQb2AGUHng,Chipotle Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1445 S Arizona Ave,Chandler,AZ,85286,33.2845482183,-111.840852499,3.5,449,0,22LyWivLY_y_b3ohASfP2Q,Porkopolis,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1717 Cochran Rd,Pittsburgh,PA,15220,40.392867,-80.06588,3,64,1,96puuUqlMC8INO36uLi0ag,DeBlasio's Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"325 Arlington Ave, Ste 108",Charlotte,NC,28203,35.2168221,-80.8521514,3,167,1,zHrvBbRMSV9SFqZC6qa20Q,Nikko Japanese Restaurant & Sushi Bar,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
567 King Street W,Toronto,ON,M5V 1M1,43.6443652,-79.3993273,3,63,1,-IXNFjtECsn8fqF047tYFw,Bac Ky Vietnamese Canteen,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
212 Adelaide Street W,Toronto,ON,M5H 1W7,43.648613438699996,-79.3874821331,3.5,151,1,Y0NkII8gne1QEJbUCBi2tg,The Burger's Priest,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15115 Puritas Rd,Cleveland,OH,44135,41.4335801,-81.8023272,4,50,1,Bl8_M_kDXZt_zsrLRgDulA,Al & B's Barbeque,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
8504 Park Rd,Charlotte,NC,28210,35.1171964546,-80.857392698,4.5,75,1,xFUZ9dI-h0NHjjJv8P1uFw,Wolfman Pizza - Charlotte,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
550 Highway 7 E,Richmond Hill,ON,L4B 3Z4,43.8448143,-79.3833926,3.5,58,1,R8Mw0iFenJ3nwXuZb7Ql4A,Pun Cao Tong,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
"10855 N 116th St, Ste 140",Scottsdale,AZ,85259,33.5847617,-111.8301693,3.5,64,1,HAvlj15w6j1noGeY0kleDQ,Rosati's Pizza,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1760 Ellesmere Road,Scarborough,ON,M1H 2V5,43.7738866,-79.2462162,3.5,60,1,7NurnM6G9b_2jTEKpIkQpg,Canbe Foods,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"2501 W. Happy Valley Rd, Bldg 14",Phoenix,AZ,85085,33.71231,-112.114041,2.5,213,1,wJ84TZZTuT0EdLzPHt8RDw,Carlos O'Brien's Mexican Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1820 W Southern Ave,Mesa,AZ,85202,33.393568,-111.870476,4,154,1,XDoS2eETLrG53caNkchd3g,Pho Nhat,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5772 Ridge Rd,Parma,OH,44129,41.4054068,-81.7347924,4,92,1,rKDQW6e0fDWMa8uCFQtt9A,Little Polish Diner,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
7081 W Craig Rd,Las Vegas,NV,89129,36.237869,-115.248219,3.5,78,1,EqUlVPI8t9A96BIvWdW1pw,Joey's Tavern,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7200 S Las Vegas Blvd,Las Vegas,NV,89119,36.059528,-115.17,3,94,1,dNRbhJt4wd-ZU4lFVK3iiw,17 South Booze & Bites,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
245 Eglinton Avenue E,Toronto,ON,M4P 3C2,43.7081812,-79.38957,2.5,58,1,Q8fyNFjkQrG1_qxUxwI3vg,Hokkaido Sushi,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4426 E Independence Blvd,Charlotte,NC,28205,35.1959856,-80.7686917,4,116,1,-pL4Id5cuz2yC2UKi2Yq9A,Las Margaritas,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3120 Dixie Road,Mississauga,ON,L4Y 2A6,43.610587699999996,-79.5878672,2.5,69,0,FuO6d7IR1ee-3Bfo-gu1HQ,Imperial Buffet,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3695 Foothills Way,Fort Mill,SC,29708,35.0924290234,-80.9365059435,4,75,1,LDfwOLcQMASCS-MWXFPsCw,Panchito’s Mexican Grill,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
32 Holland Street E,Bradford,ON,L3Z 2B6,44.1143848,-79.5637244,3.5,67,1,oSSBt84xp80tM4n-h5fXiA,La Mexicanada Restaurant,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"15 Northtown Way, Suite 21",Toronto,ON,M2N 7A2,43.7748786,-79.4132928,3.5,51,1,ugr3e-42ZVzaVnNWOH7JDg,Haida Sandwich,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1701 Bayview Avenue,Toronto,ON,M4G 3C1,43.708002,-79.375814,4,70,1,cuXCQM-9VwpZlSneEY1b3w,Indian Street Food Company,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5010 W Olive Ave,Glendale,AZ,85302,33.567818607,-112.1668284014,3,77,0,BD64ISWfaZk6jCuKIoD6oA,Tom's BBQ,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3601 Victoria Park Avenue,Toronto,ON,M1W 3Y3,43.8036003113,-79.3356246948,3,61,1,04HfzvvANCF3hd-yx6ZACw,Sharon Garden,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4035 S Decatur Blvd,Las Vegas,NV,89103,36.1154362,-115.2081788,3.5,195,0,oYPpWHgsjcIt-tUzGXk_eA,Sammy's L.A. Pastrami & Burgers,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
29455 N Cave Creek Rd,Cave Creek,AZ,85331,33.7530800891,-111.9903273135,3.5,179,1,76u0BfurPWxXTEUdkRTefA,Babbo Italian Eatery,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
186 Union St,Westlake,OH,44145,41.4608906364,-81.9517296221,2.5,194,1,U0eUwTGWDBVdE67qVHYEjQ,Noodlecat,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"6360 N Simmons St, Ste 110",North Las Vegas,NV,89031,36.275758,-115.179214,4,128,1,meK_kwDzNrke0hQNEpn4dw,Gourmet China Bistro,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"727 W Ray Rd, Ste B1",Gilbert,AZ,85233,33.319178,-111.80584,3.5,157,1,O_J5e6aoskxhGx8meOm1Og,Dragon Wok,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"75 S Valle Verde Dr, Ste 240",Henderson,NV,89012,36.02413,-115.063332,3.5,111,1,uyoZHZzHaZpqMzXovJxDTw,China a Go Go,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"1646 Hwy 160, Ste 106",Fort Mill,SC,29708,35.0312601,-80.9674228,4,245,1,qK9Ap-_B_Nof_WwockrVCw,Blacow Burger,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"5841 E Lake Mead Blvd, Ste C",Las Vegas,NV,89156,36.1957912,-115.0448151,3.5,79,1,pmsGwCJoMjtj-wwP78PIWQ,Tropicana Pizza,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
607 S 6th St,Champaign,IL,61820,40.1114257,-88.2304288,3,84,0,vAUDxhbsWZKI8NJlsYwCMA,Flat Top Grill,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8704 W Charleston Blvd,Las Vegas,NV,89117,36.1594276731,-115.2852436053,4,360,0,hHe1mFDxxrtejXHfiysJJg,The Melting Pot - Las Vegas,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"19420 N 59th Ave, Ste D-415",Glendale,AZ,85308,33.662645,-112.187027,4.5,146,1,QVSYsRNfggg4WGOn9TtBzA,Small Town Coffeehouse,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4105 W Sahara Ave,Las Vegas,NV,89102,36.1440231017,-115.1958959922,4.5,61,0,u29lf2yPd-qK5ThAS9FRQQ,Kinthai,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"17014 W Bell Rd, Ste 106",Surprise,AZ,85374,33.6404954,-112.4268982,3,111,1,aPBTwoHvuVKHP2zkiKvwQQ,Golden Wei,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
215 E Exmore St,Charlotte,NC,28217,35.1797347,-80.8806271,4,96,1,krM91L2J4x0Wv3RzEwcEbA,Tryon House Restaurant,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
301 W Johnson St,Madison,WI,53703,43.0745169946,-89.3899215013,4,464,1,2-su3xdxOvyF0_2GZN4FLw,Short Stack Eatery,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
155 John Street,Toronto,ON,M5V 2Z5,43.6499939,-79.3909968,4,107,1,7xHhVn27WxjdPNsfLYQz5w,Omg Oh My Gyro,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
301-30 Bristol Road E,Mississauga,ON,L4Z 3P3,43.6148245559,-79.6627151594,3,72,1,oVtnnGat2Wco0ksQT1cGCA,Heart Sushi,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"6595 Brecksville Rd, Ste 1",Independence,OH,44131,41.3829402,-81.6405521,4,200,1,GXGQsBBdQ57nUaHHFF7_CQ,Scratch,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3058 Bloor Street W,Toronto,ON,M8X 1C4,43.6469981,-79.5131954,4.5,71,1,zeOJYl5UW4D5u3Vcj6QAoA,Azarias,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10424 N Fort McDowell Rd,Fort McDowell,AZ,85264,33.581892,-111.6811641,2.5,70,1,AlninJFRoy8h3jwxddJeZQ,Red Rock Buffet,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"66 Nassau St, Unit 1/2",Toronto,ON,M5T 1M5,43.655265,-79.4026203,4,113,1,fZDNuuFSnCtcXI3_RAFcSQ,Ozzy's Burgers,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5336 Perry Hwy,West View,PA,15229,40.511575,-80.03046,4.5,55,1,dLAxjXghBijV6krvKt1RHQ,Bella Ria's,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3603 Langstaff Road,Vaughan,ON,L4L 9G7,43.8084206,-79.5484044,4,68,1,6PGu-aeUMxL5YVz542-Ulw,Greek Brothers,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4133 Washington Rd,McMurray,PA,15317,40.2629233,-80.1314092,4,69,1,S4oe6TlWNqfMSBEL30Ej3Q,Harry's Pizza,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
200 12 Avenue SE,Calgary,AB,T2G 0Z7,51.0415326,-114.0605592,4,67,1,t6d7VwDlBh6q8a9Fhad2tQ,Sunterra Market,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
329 Yonge Street,Toronto,ON,M5B 1A1,43.657031,-79.381005,3.5,152,1,JrB6On8q8f1_ICQSCLg47w,Five Guys,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7230-C Arroyo Crossing Pkwy,Las Vegas,NV,89113,36.0648038,-115.250859,3,77,1,NINXtsdhMcT2kCAI52ZPQQ,Seafood City Supermarket,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1662 Boulevard de Maisonneuve O,Montréal,QC,H3H 1J7,45.494897,-73.579962,3,62,1,9305Mb-osQjTO3shBj92qg,Angela,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5762 Highway 7 E,Markham,ON,L3P 1A8,43.8724111,-79.2666979,4,359,1,XCxxPZ3Lu5mwmIo7IQRf1g,Osaka Sushi Japanese Korean Restaurant,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"7373 E Scottsdale Mall, Ste 125",Scottsdale,AZ,85251,33.4922528765,-111.9229804317,4.5,116,1,rhZUTxUCepuN_0R-poG-lw,Cool Gelato Italiano,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
2137 Deming Way,Middleton,WI,53562,43.0974604,-89.5229994,3.5,118,1,9ismhhkIPREHOo8tJi0ETA,Ruth's Chris Steak House,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
5345 N 7th Ave,Phoenix,AZ,85013,33.5164493875,-112.0821531733,4,326,0,fyJAqmweGm8VXnpU4CWGNw,French Grocery,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
954 Queen Street E,Toronto,ON,M4M 1J7,43.6609761,-79.3410002,4,50,1,UNlHO5PyA--hSM4SvbPGyg,Reliable Fish & Chips,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
15577 N Hayden Rd,Scottsdale,AZ,85260,33.6268709,-111.8931338,4.5,68,1,88LNlow9tszWGC0pfu2otQ,Lomi Poki & Green Bing,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
321 Place Jacques-Cartier,Montréal,QC,H2Y,45.5076729,-73.5520675,2,52,1,f1DAsjOu6Zq1o003yub79w,La Grande Terrasse,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
4320 Penn Ave,Pittsburgh,PA,15224,40.4657288,-79.9535175,4,143,1,RSAeqTx82wSZXF6ptK5fYA,Taste of India,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
